User,Isi konten,preprocessed,Date
tentang_puan,,"korupsi terjadi di pusat hinaga daerah, pakar hukum: aspirasi harus lebih didengar https://t.co/uan vvug https://t.co/ ve",2023-06-20 13:00:33+00:00
BambangNoeryan4,,"itu pertanda bahwa pemerintah benar ada niat untuk memberantas korupsi fakta ada ruu perampasan aset koruptor diajukan ke dpr entah kapan dpt direalisasikan,.. berbicara masalah hutang di era siapa sih tdk ada hutang",2023-06-20 13:00:16+00:00
zhiem89,,ah biarin aja. kita harus tega sama orang yang tidak bertanggung jawab. itu biar jadi pelajaran hidup agar kedepannya mereka tidak korupsi.,2023-06-20 12:59:56+00:00
behumblebooyy,,"mohon maaf nih, kenapa ya netizen tuh kadang gitu.. yg bermasalah si tapi keluarga nya di serang, come on terlepas benar tidaknya tp terkadang ada aja yg nyerang ranah private padahal gada kaitannya ama kasus.. giliran pejabat korupsi aja gada yg nyerang alias ciut",2023-06-20 12:59:37+00:00
carvalho_nemo,,_lira _jsp bukannya dia dr partai yg mencuri uang rakyat katakan tidak pada korupsi,2023-06-20 12:58:57+00:00
Tribun_Manado,,kejari manado targetkan kasus korupsi selesai ditahun ada korupsi ikan kaleng dan incenator https://t.co/tu sgtexaf lewat https://t.co/kp pt stue,2023-06-20 12:58:43+00:00
kurni35250,,"saya tidak korupsi !! iya, krn udah ketahuan duluan",2023-06-20 12:58:31+00:00
Tarhadiocean,,"mantap, sepertinya drama cicak buaya akan terjadi lagi. setelah dewas kpk menolak sidang etik terkait pemberhentian irjen endar. sekarang polisi memberi umpan balik dengan melanjutkan kasus bocornya informasi kasus korupsi di kementrian esdm",2023-06-20 12:57:21+00:00
mamat7_6,,"pak ganjar ini pemimpin yg bersih dari kata korupsi, pokoknya antikorupsi banget https://t.co/dr gff",2023-06-20 12:56:22+00:00
zhiem89,,sori ya itu bukan bantuan. itu korupsi. gak tega berarti kamu pro kkn,2023-06-20 12:55:15+00:00
Ukimarz,,"tiap hari berita korupsi, korupsi sudah kayak gak ada mati²nya ... ckckck",2023-06-20 12:54:23+00:00
tengkusani,,ttp umno dlm kemunafikan politik serta korupsi politik telah mengabaikan syarat utama sebelum berkerjasama dgn dap. alasan utk menyelamatkan parti diguna menghalalkan perbuatan mrk. prn mrk bakal ditolak lagi krn kesedaran org melayu thdp korupsi dan kemunafikan politik umno,2023-06-20 12:53:50+00:00
RadarKorupsi,,"https://t.co/ocuqk ri kpk mending dibubarkan, tambah kewenangan ekstra pada kejaksaan &amp; kepolisian untuk pemberantasan korupsi. kedepan jaksa, polri, ma &amp; bpk sejajarkan dg presiden, kalo pres kriminal bisa langsung borgol bubarkan parlemen parpol, bentuk lembaga tinggi neg https://t.co/ xrqdxkyul",2023-06-20 12:52:59+00:00
ecayru,,skip wkwkw tapi mending sih minimal dikit yg ketangkap korupsi dari kalangan artis,2023-06-20 12:51:52+00:00
rubino_lugo,,"kalau ada orang hasil mencuri uang rakyat (korupsi) ratusan juta, lalu org itu mau kasih lu seratus juta apa lu nolak",2023-06-20 12:51:50+00:00
RecitalRequiem,,"menjawab, ada satu pertanyaan masuk lagi tanpa izin dari moderator. ""apa benar bahwa pak arie melakukan dana korupsi terhadap dana akademi?"" satu ruangan press conference heboh. gista yang fokus menonton langsung menutup handphonenya dan menghubungi chandra saat itu juga.",2023-06-20 12:51:31+00:00
RecitalRequiem,,"𝐁𝐄𝐑𝐈𝐓𝐀: akademi dipraja terkuak korupsi, arie dipraja konferensi pers setelah berita yang cukup mengagetkan chandra, iris dan gista, sore hari saat membuka sosial media gista temukan postingan sosial media terkait ayah dari chandra yang merupakan penanggung (cont.) https://t.co/zpivl esty",2023-06-20 12:51:20+00:00
OpaJoe_de_Queen,,ngabis²in anggaran tp pencegahan korupsi tidak berjalan... yg ada hanya kepentingan politik...,2023-06-20 12:51:00+00:00
Rahmath45499067,,"_enjeull lha emang cina kan pada kayak gitu semua.. dia yang rasis malah nunjuk arab, dia yang korupsi malah nunjuk arab, dia yg antek penjajah malah nunjuk orang, dia yg komunis, arab yg disalahin.. anjing memang",2023-06-20 12:50:53+00:00
maybelovah,,budaya indonesia itu korupsi. gini aja ga tau wkwk,2023-06-20 12:50:27+00:00
Smoke60_kaskus,,biaya sablon nama korupsi,2023-06-20 12:49:32+00:00
hi_serin18,,_yantie miris melihat upaya pemberantasan korupsi selalu dijegel,2023-06-20 12:49:28+00:00
kwoakoak,,udeh urusin aja pemain tim lu yang hobi korupsi laporan keuangan. klub sendiri banyak masalah malah ngurusin pemain luar klub,2023-06-20 12:49:07+00:00
Heriek,,"_lelete rekam jejak apa yang bisa dinilai berhasil? kecuali bobolnya apbd dki jakarta karena berbagai kasus korupsi, eh kelebihan bayar.",2023-06-20 12:48:48+00:00
Andriyanto_hizb,,terus mau di korupsi? silahkan di share tak perlu izin join channel di bawah ini https://t.co/mpskrhur _islam https://t.co/eouo aezbv https://t.co/i dnfcxnio https://t.co/sismtuv zf https://t.co/h exo fhqt https://t.co/z ajuig zv,2023-06-20 12:47:07+00:00
bpnpasangkayu,,sepenggal pesan hari ini quote of the day dukung kami mewujudkan zona integritas menuju wbk (wilayah bebas korupsi) dan wilayah birokrasi dan bersih melayani (wbbm). https://t.co/ rrp hvopw,2023-06-20 12:46:31+00:00
kompascom,,"nama kapolda metro jaya, irjen pol karyoto disebut-sebut dalam kasus kebocoran data kpk. hal ini terkait bocornya data penyelidikan kasus korupsi di kementerian energi dan sumber daya mineral (esdm). &lt; https://t.co/grgrmsvosw",2023-06-20 12:46:03+00:00
andes_lauw81,,sekjen nya dijadikan tersangka karna emang terbukti korupsi berdasarkan minimal alat bukti! lu jgn bikin statmen kaya taik mus.,2023-06-20 12:45:49+00:00
Lunatic_Planets,,_lira soalnya seandainya lu yang menjabat pasti bodo amat mending korupsi,2023-06-20 12:45:32+00:00
bagusnugrahamas,,sepanjang icw mencatat bahwa kerugian negara terbesar adalah kasus korupsi sektor perdagangan dengan angka mencapai rp triliun. sektor perdagangan disebut menyumbang kasus pada https://t.co/tcgypbk pj,2023-06-20 12:44:37+00:00
kumparan,,"""kalau di lembaga kami ada oknum yang melakukan tindak pidana korupsi, tentu kami juga lakukan penegakan secara tegas,"" kata kpk soal pungli di rutan. https://t.co/fsqjlp wm",2023-06-20 12:44:15+00:00
kurni35250,,korupsi nya cuma gitu kan hitungan nya ndi ??,2023-06-20 12:44:13+00:00
egyptmoses911,,"╭═══════════════════ ═╮ ganjar jadi mentor inspektorat se jateng, beri penguatan materi anti korupsi ╰═ ═══════════════════╯ https://t.co/kf rctuyga",2023-06-20 12:43:47+00:00
rachman0565,,mau juga kebagian uang korupsi _ri,2023-06-20 12:43:46+00:00
genie037,,"╭═══════════════════ ═╮ ganjar jadi mentor inspektorat se jateng, beri penguatan materi anti korupsi ╰═ ═══════════════════╯ https://t.co/ qvfsxc",2023-06-20 12:43:38+00:00
lukmanihsan,,_cayah https://t.co/tznf ev ei,2023-06-20 12:43:29+00:00
genie037,,╭═══════════════════ ═╮ ganjar dorong para inspektorat agar menumbuhkan budaya 'malu' melakukan tindak korupsi ╰═ ═══════════════════╯ https://t.co/ hcx iity,2023-06-20 12:42:53+00:00
egyptmoses911,,╭═══════════════════ ═╮ ganjar dorong para inspektorat agar menumbuhkan budaya 'malu' melakukan tindak korupsi ╰═ ═══════════════════╯ https://t.co/ab lhb,2023-06-20 12:42:42+00:00
EndyNugroho8,,"semoga setelah mendengar pernyataan anies terkait kelebihan bayar, masyarakat indonesia khususnya warga masyarakat dki-jkt akan paham dan tdk gagal fokus. krn selama ini anies diberitakan miring &amp; korupsi, padahal itu tdk benar melainkan tindakan orang jahat yg membuat fitnah.",2023-06-20 12:42:10+00:00
Wawat_Kurniawan,,"maksud meme ini, korupsi itu bukan sebuah kejahatan? jadi itu yg dimaksud perubahan? ngeri kali kadrun ini (koalisi delapan triliun)",2023-06-20 12:42:08+00:00
Hzyune,,aku curiga satpamnya korupsi uang keamanan.,2023-06-20 12:41:51+00:00
abadikinicom,,kpk minta pemda serius cegah korupsi modus perjalanan dinas https://t.co/ kyomw epj,2023-06-20 12:41:33+00:00
1986Cinta,,kang tapi ada yg aneeh loooo dibilangnya jaman jokowi byk tkg korup... yg benar justru di jaman jokowi korupsi disegala bidang bisa di unkap ...,2023-06-20 12:39:38+00:00
AqulilaDarksoul,,sekarang bawa islam.. pks apa udah saleh gak korupsi?,2023-06-20 12:39:19+00:00
IMCMushroom,,kenapa masih banyak korupsi,2023-06-20 12:39:03+00:00
genie037,,╭═══════════════════ ═╮ ganjar hadirkan desa antikorupsi upaya batasi potensi korupsi di desa ╰═ ═══════════════════╯ https://t.co/rhihn yd,2023-06-20 12:38:59+00:00
egyptmoses911,,╭═══════════════════ ═╮ ganjar hadirkan desa antikorupsi upaya batasi potensi korupsi di desa ╰═ ═══════════════════╯ https://t.co/a pcni xdi,2023-06-20 12:38:50+00:00
sikumbang_u,,"mengapa pentingnya segera mengesahkan ruu perampasan aset, memiskinan koruptor ini penting sebagai efek jera agar tidak ada korupsi di negeri ini dan uang hasil korupsi kembali ke rakyat",2023-06-20 12:38:13+00:00
OposisiCerdas,,"partai demokrat dibayangi dugaan korupsi, hinca panjaitan: gak pernah ada aliran dana https://t.co/ bkf vqjz",2023-06-20 12:38:00+00:00
MuzaDotcom,,_vigor makin subur korupsi kalau kewenangan kejaksaan dihapuskan,2023-06-20 12:37:50+00:00
Hendro750925,,"_silent hedehhh...itungan drmana ini?? liat tuh lahan tebu aja makin tergusur, petani sepi minat nanam tebu, pabrik gula byk yg bangkrut, program revitalisasi pabrik gula gagal oprasi krn kasus korupsi!",2023-06-20 12:37:24+00:00
tengkusani,,knp umno dah jadi koyak rabak? pdgn sy mrk terlibat dlm korupsi politik wang yg serious serta kemungkaran politik yg sudah lati drpd polisi asal parti umno. pemimpin umno tidak lg menjuarai isu rakyat ttp lebih byk masa dihabiskan berperang sesama sendiri merebut jawatan,2023-06-20 12:37:16+00:00
masbeyelurus,,"tolonglah pak sebagai orang yg pernah jadi korban dari kekuasaan masa bapak tutup mata, ini kan akal akalan dulu jg pernah kasus korupsi simulator",2023-06-20 12:37:05+00:00
jubidotcom,,berita papua // jpu minta sidang perkara dugaan korupsi johannes rettob dilanjutkan https://t.co/zadtnpegj https://t.co/ rqfbpgym,2023-06-20 12:37:05+00:00
aan_muba,,"aksinya kali ini, untuk memberikan arahan terkait penguatan anti korupsi kepada aparat pengawasan pemerintah agar terus merawat budaya anti korupsi. https://t.co/xulrph gia",2023-06-20 12:34:58+00:00
kompascom,,"pemberian advokasi hukum ini diberikan kepada pegawai yang menghadapi masalah hukum secara litigasi maupun nonlitigasi, kecuali tindak pidana korupsi. https://t.co/pw opupsgl",2023-06-20 12:34:35+00:00
Naraera1,,"partai _id tegak lurus bersama generasi anti korupsi, dengan adanya percepatan pengesahan ruu perampasan aset menjadi langkah preventif bagi pemerintah dalam mencegah dan memberantas korupsi yang terus merajalela di negara ini.",2023-06-20 12:33:16+00:00
Muhammadla5585,,soalnya pemerintahny ngak korupsi,2023-06-20 12:31:00+00:00
ecksveee,,ha ha sangat terasa sekolah saya berprestasi dalam bidang narkoba tawuran korupsi pemerasan dan pedofilia,2023-06-20 12:29:11+00:00
YeYenHa,,bisa gitu..korupsi buat kebutuhan syahwat padahal udah punya istri dan anak.. https://t.co/dy ltx dr,2023-06-20 12:28:30+00:00
OpaJoe_de_Queen,,tenang... sisa korupsi masih ada karung...,2023-06-20 12:27:25+00:00
dhamangep,,"fatwa mui hanya untuk umat islam yang percaya aja, bagi umat lain ataupun yang gak percaya ya terserah aja sih. lha ajaran jangan maling sudah jelas haram aja masih banyak yang korupsi. selow lah....",2023-06-20 12:26:40+00:00
SamuelHasihol12,,"ternyata tak ada tempat yang cukup steril untuk tidak korupsi, pelajaran berharga untuk selalu mawas diri dimanapun dan kapanpun itu",2023-06-20 12:26:08+00:00
ssvhxgyu,,"emg laknat nih orang yg korupsi, hatinya udah pada mati, ga sedih liat beginian",2023-06-20 12:25:23+00:00
heysalamkenal,,"belum di tambah depok saat itu, plakat gedung gunadarma di kampus atau di pocin. bangunanya masih tertempel ka.bogor, wilayah gede gak ke urus bener malah doyan korupsi ber part part.",2023-06-20 12:25:08+00:00
mediaindonesia,,kejaksaan terus mendalami dugaan tindak pidana pencucian uang (tppu) dalam perkara korupsi penyediaan bts bakti kominfo https://t.co/omead xtxg,2023-06-20 12:25:03+00:00
Semesta_menyapa,,"nahh kan akhirnya mengakui,.makanya kasih kesempatan pak anies utk memimpin indonesia, biar jd negara maju, kesejahteraan adil &amp; merata, tenggelamkan yg sibuk korupsi..",2023-06-20 12:25:03+00:00
RadarKorupsi,,keren nih filsafatnya pak dokter. kata kuncinya untuk menumbangkan tirani itu harus bersatu dan utuh,2023-06-20 12:24:43+00:00
AdhiTriePutra,,subsidi dihilangkan dan hukuman gantung bagi terdakwa korupsi.,2023-06-20 12:23:53+00:00
SihungMaung_,,insya allah abi ges nekad maju tanpa korupsi,2023-06-20 12:23:52+00:00
utusan2081549,,_bahrawi salawi ini pasti anak lonte ya? ibu kamu pelacur ya wi? makanya otak elu eror.. ngomong ente kan gak suka hrs... emang salah hrs apa setahu gwe orang model hrs ini sangat di takuti komunis banteng mega pdip elu komunis bukan? hrs juga gk pernah korupsi uang rakyat dll,2023-06-20 12:23:02+00:00
JhonUsman2,,telat bro kemenkau byk korupsi presiden dngu,2023-06-20 12:22:53+00:00
monitorind,,ini saksi yang diperiksa kejagung terkait korupsi komoditi emas https://t.co/ppjcdh wnd,2023-06-20 12:22:22+00:00
chyntiaaasari,,"bupati bolaang mongondow: diduga korupsi slmt malam selasa semua... ohiya, selamat yaaa buat yg lolos snbt... kpk saat ini, sedang selidiki bupati bolaang mongondow utara. pak depri pontoh, lhkpn sampai wow...🫣 kira-kira apa ya yg kpk selidiki... https://t.co/tg oafmvkd",2023-06-20 12:20:37+00:00
setang_galojo,,kita rakyat kecil mahh hanya menunggu pemenuhan janji paloh. yg pernah di sampaikan bahwa klw ada kadernya yg terlibat korupsi maka dia akan membubarkan partainya. lakilaki yg harus di pegang itu omongnnya ya.,2023-06-20 12:20:19+00:00
tvOneNews,,"kejaksaan agung (kejagung) memeriksa mantan direktur operasional pt waskita karya (persero) terkait perkara dugaan korupsi pembangungan tol jakarta-cikampek (japek) ii elevated ruas cikunir-karawang barat. kapuspenkum kejagung ketut sumedana mengatakan tim penyidik jampidsus memeriksa dua saksi terkait perkata tersebut, termasuk pekerjaan pembangunan on/off ramp pada simpang susun cikunir dan karawang barat. simak berita selengkapnya di https://t.co/ do yuicx _hukum",2023-06-20 12:19:17+00:00
rrasyidrizarrrr,,"bisa korupsi siga yana mulyana, pasti janten walikota etamah",2023-06-20 12:18:31+00:00
PribadiBales,,musni umar coba tagih janji surya paloh jika kadernya korupsi partai nasdem akan dibubarkan kapan itu dilakukan lie berani mus tagih janji itu siapa tahu jika kau lakukan kumismu akan warna-warni mus.,2023-06-20 12:18:06+00:00
Loveinloveyz,,usut yaqut korupsi dana haji,2023-06-20 12:15:51+00:00
roby_bakar3000,,gajelasss ini orang https://t.co/aaqccbbowi,2023-06-20 12:13:59+00:00
roby_bakar3000,,bahayaa nih https://t.co/iedalhrihd,2023-06-20 12:13:58+00:00
roby_bakar3000,,waduhhh koruptor https://t.co/pebvfzstd,2023-06-20 12:13:57+00:00
roby_bakar3000,,ga ada otak ini koruptor! https://t.co/ vu amry,2023-06-20 12:13:57+00:00
roby_bakar3000,,didukung pengamat https://t.co/dldfhzpqul,2023-06-20 12:13:56+00:00
Tohid_siswanto,,ga korupsi cuma kelebihan anggaran sampai milyaran..,2023-06-20 12:13:30+00:00
KhoirilAnwar_,,"urutan logika seragam orange si plate nilai korupsi nya besar berdampak pd bisnis sp salah satunya katering di freeport akan diputus bisnis sp bermasalah, pendanaan kampanye nasdem &amp; ab bermasalah koalisi menjadi tanda tanya pendanaan dan cawapres sengketa",2023-06-20 12:12:08+00:00
D_hermaone84,,segala macam cara pastinya bakal dilakukan para koruptor untuk menjegal &amp; melemahkan pemberantasan korupsi yg sedang gencar dilakukan kejaksaan ri…,2023-06-20 12:11:20+00:00
adeirawan_vrz,,emang gk malu bakso kan yg korupsi partai lu jing,2023-06-20 12:10:40+00:00
kejari_nisel,,selasa juni sekira pukul wib telah dilaksanakan penyitaan tanah dugaan tindak pidana korupsi pt.bnc a.n terdakwa martinus telaumbanua oleh penyidik kejaksaan negeri nias selatan seluas m³ di desa hiliofonaluo kecamatan fanayama kabupaten nias selatan https://t.co/vllscuiu,2023-06-20 12:10:27+00:00
Lainsebagai,,kudu siap korupsi,2023-06-20 12:09:51+00:00
RadarKorupsi,,"ya bina dan cerahkan, bro.",2023-06-20 12:09:41+00:00
potretkotacom,,"nama husnul aqib, jadi sorotan setelah namanya disebut terlibat dalam pusaran korupsi hibah https://t.co/qkzandlzvz",2023-06-20 12:09:06+00:00
jawapos,,"jika kejaksaan hanya berwenang di penuntutan, indonesia bisa darurat korupsi https://t.co/osyk ow",2023-06-20 12:09:00+00:00
RadarKorupsi,,dn aidit dulu penjaga pancasila dan teriak mendesak bk segera proklamirkan kemerdekaan. setelah merdeka bgsd dn aidit lakukan pemberontakan.,2023-06-20 12:08:20+00:00
renjuenb,,kurang anjir. gpp deh gw korupsi,2023-06-20 12:08:18+00:00
reynand_emilio,,"sejak si piring ketangkep korupsi internet semuanya kenapa jadi ancur ya, pada curang juga ya https://t.co/prppdcxwtt",2023-06-20 12:08:11+00:00
writerfreax,,_jateng untuk teman teman kepala daerah dan partai inget jaga integritas ya ..jangan juara korupsi,2023-06-20 12:07:59+00:00
KantahKabSeluma,,halo ... kantor pertanahan kabupaten seluma mengikuti kegiatan rapat koordinasi pencegahan korupsi sektor pertanahan di provinsi bengkulu di hotel mercure bengkulu pada selasa ). https://t.co/lq qqi gp,2023-06-20 12:07:06+00:00
hariankompas,,polda metro jaya memproses dugaan bocornya informasi penyelidikan dugaan korupsi di kementerian energi dan sumber daya mineral. polisi memutuskan menaikkan laporan ke status penyidikan karena unsur pidana ditemukan. https://t.co/m emqlln,2023-06-20 12:05:37+00:00
RadarKorupsi,,"hahahah kehabisan bahan dan gapunya data, terpaksa bikin hoaks editan/ kodran-kadrun ngedabrus sabar pak dokter.,sabaar.",2023-06-20 12:04:46+00:00
DaengWahidin2,,jadikan contoh pemilu dan pemilu .. indonesia sudah salah memilih pemimpin karena index demokrasi &amp; penanganan kasus korupsi serta kualitas uu yang dihasilkan parlemen menurun drastis dalam tahun terakhir,2023-06-20 12:04:13+00:00
